TotalCharges,Contract_Month-to-month,InternetService_Fiber optic,PaymentMethod_Electronic check,TechSupport_No,OnlineSecurity_No,SeniorCitizen,PaperlessBilling_Yes,StreamingTV_Yes,StreamingMovies_Yes,tenure,Contract_Two year,InternetService_DSL,MultipleLines_No,PaperlessBilling_No,PaymentMethod_Credit card (automatic),TechSupport_Yes,OnlineSecurity_Yes,PhoneService_Yes,Dependents_Yes,Churn
1971.15,0,0,0,0,1,0,1,0,0,39,1,1,1,0,0,1,0,1,0,0
1236.15,1,0,0,1,1,1,1,1,0,21,0,1,1,0,0,0,0,1,0,1
3196.0,1,0,1,1,0,0,1,1,1,57,0,1,0,0,0,0,1,0,0,0
4872.2,0,1,1,0,1,0,1,1,1,53,0,0,1,0,0,1,0,1,0,0
1500.5,1,1,0,1,0,0,1,1,0,18,0,0,1,0,0,0,1,1,1,0
60.15,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1
3478.75,0,0,0,0,0,0,1,0,0,58,0,1,0,0,0,1,1,1,0,0
7413.55,0,1,0,1,1,1,0,1,1,71,1,0,0,1,0,0,0,1,0,0
3532.0,0,1,1,0,1,0,1,1,1,35,0,0,1,0,0,1,0,1,0,0
256.75,1,1,0,1,1,0,0,0,1,3,0,0,1,1,1,0,0,1,0,0
3887.25,0,1,1,1,0,0,1,1,1,38,0,0,0,0,0,0,1,1,0,0
2490.15,0,0,0,0,0,0,1,0,0,35,1,1,0,0,1,1,1,1,1,0
593.45,1,1,1,1,1,0,1,1,0,7,0,0,0,0,0,0,0,1,0,1
3510.3,0,0,0,0,1,0,0,1,1,47,1,1,1,1,0,1,0,1,0,0
765.45,1,0,1,1,1,0,0,0,0,14,0,1,1,1,0,0,0,1,0,0
1259.35,1,0,1,1,1,1,1,0,1,20,0,1,1,0,0,0,0,1,0,0
5538.35,0,0,1,0,0,0,0,1,1,66,1,1,0,1,0,1,1,1,0,0
340.85,1,0,0,0,0,0,1,0,0,15,0,0,1,0,1,0,0,1,0,0
844.45,0,0,0,0,0,0,1,0,0,42,1,0,1,0,0,0,0,1,0,0
1348.95,1,1,1,1,0,0,0,0,0,17,0,0,0,1,0,0,1,1,0,0
3778.0,0,1,0,0,1,0,1,1,1,37,0,0,0,0,1,1,0,1,0,0
611.65,1,0,1,1,1,0,1,0,0,12,0,1,1,0,0,0,0,1,0,0
4867.95,0,1,0,1,1,0,1,1,1,53,0,0,1,0,0,0,0,1,0,1
1505.05,0,0,0,0,0,0,0,0,0,60,1,0,0,1,0,0,0,1,0,0
467.85,1,0,0,1,1,0,0,0,0,18,0,1,0,1,1,0,0,0,1,0
74.9,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
194.2,1,1,1,1,1,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0
571.45,1,0,0,0,1,0,1,1,1,9,0,1,1,0,1,1,0,1,1,0
80.25,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1
5253.95,0,1,1,1,0,0,1,0,0,56,0,0,0,0,0,0,1,1,0,0
1149.65,1,1,1,1,1,0,1,0,0,17,0,0,1,0,0,0,0,1,1,1
740.8,1,0,1,0,1,0,1,0,1,11,0,1,0,0,0,1,0,1,1,1
521.35,1,1,1,1,1,0,1,0,0,7,0,0,1,0,0,0,0,1,0,0
1412.65,0,0,0,0,0,0,0,0,0,69,1,0,1,1,0,0,0,1,1,0
1532.45,1,1,0,1,1,0,1,0,1,19,0,0,0,0,0,0,0,1,0,1
250.05,1,1,1,1,1,0,1,0,1,3,0,0,1,0,0,0,0,1,1,1
1090.6,0,0,0,0,0,0,0,0,0,54,1,0,1,1,1,0,0,1,1,0
1446.8,0,0,0,0,0,0,1,0,0,62,0,0,0,0,1,0,0,1,0,0
2282.55,1,1,0,1,1,0,1,1,0,24,0,0,0,0,1,0,0,1,0,1
4300.45,1,0,0,1,1,0,1,1,1,62,0,1,0,0,1,0,0,1,1,0
1111.2,1,0,0,1,0,0,0,0,1,17,0,1,0,1,0,0,1,1,0,0
190.1,1,0,0,1,1,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0
4447.75,0,0,0,0,0,0,0,1,0,64,1,1,1,1,0,1,1,1,1,0
143.35,1,1,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1
45.85,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1
810.2,1,0,1,0,1,0,1,1,1,16,0,1,0,0,0,1,0,0,0,1
1830.05,0,0,0,0,0,0,0,0,0,72,1,0,0,1,0,0,0,1,0,0
2820.65,0,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,1,1,0,0
4847.35,1,1,0,1,0,0,1,1,1,49,0,0,0,0,0,0,1,1,0,0
4729.3,0,0,0,0,0,0,0,0,1,61,1,1,0,1,1,1,1,1,0,0
4017.45,1,1,1,1,1,0,0,1,0,47,0,0,0,1,0,0,0,1,1,0
1398.6,1,0,0,1,0,0,0,0,1,20,0,1,1,1,1,0,1,1,0,0
2564.3,1,1,1,1,1,0,0,1,0,34,0,0,1,1,0,0,0,1,1,1
1685.9,0,0,0,0,0,0,0,0,0,70,1,0,0,1,0,0,0,1,1,0
5826.65,0,1,1,0,0,0,1,1,1,54,0,0,1,0,0,1,1,1,1,0
6066.55,0,1,0,0,1,1,1,1,0,61,0,0,0,0,0,1,0,1,0,0
228.4,1,1,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1
270.2,0,0,0,0,0,0,0,0,0,13,0,0,1,1,0,0,0,1,0,0
1529.2,1,1,1,1,1,1,1,1,1,16,0,0,0,0,0,0,0,1,0,1
168.6,1,0,0,1,1,0,1,1,0,3,0,1,1,0,1,0,0,1,1,0
536.35,1,0,0,0,0,0,1,0,0,25,0,0,1,0,0,0,0,1,0,0
1888.45,1,0,0,1,0,0,1,0,1,30,0,1,0,0,0,0,1,1,0,0
629.35,1,0,1,1,0,0,0,0,0,21,0,1,0,1,0,0,1,0,0,0
45.3,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
289.3,1,0,0,0,0,0,0,0,0,15,0,0,1,1,0,0,0,1,0,1
2117.25,1,1,1,1,1,1,1,1,1,23,0,0,1,0,0,0,0,1,0,0
4730.9,1,1,1,1,0,0,1,1,1,45,0,0,0,0,0,0,1,1,1,0
2033.05,0,1,0,1,1,0,0,0,0,24,0,0,0,1,0,0,0,1,1,0
987.95,1,1,1,0,1,0,0,1,0,11,0,0,0,1,0,1,0,1,0,1
45.05,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
5744.35,0,1,0,0,1,0,0,1,1,56,1,0,0,1,0,1,0,1,0,0
75.8,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
19.45,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
523.15,1,1,1,1,1,0,1,0,1,7,0,0,1,0,0,0,0,1,0,1
4805.3,0,1,0,0,1,1,0,1,0,55,1,0,1,1,1,1,0,1,0,0
59.05,1,0,1,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1
6110.75,0,0,0,0,0,0,1,1,1,72,1,1,0,0,1,1,1,1,1,0
1596.6,0,0,1,1,1,1,0,0,1,45,0,1,0,1,0,0,0,0,0,0
1046.2,0,0,0,0,0,0,0,0,0,47,1,0,1,1,0,0,0,1,0,0
4424.2,0,1,0,1,1,1,0,1,1,46,0,0,1,1,1,0,0,1,0,1
92.75,1,0,0,1,1,0,1,0,0,2,0,1,1,0,0,0,0,1,0,0
194.55,1,1,1,0,0,0,1,0,0,2,0,0,1,0,0,1,1,1,0,0
612.1,1,0,1,1,1,0,1,0,0,12,0,1,1,0,0,0,0,1,0,0
6127.6,1,1,0,1,1,1,1,0,1,68,0,0,0,0,0,0,0,1,0,1
6671.7,0,1,0,0,1,0,1,1,1,69,1,0,1,0,1,1,0,1,1,0
5264.3,0,1,0,1,0,1,0,1,1,56,0,0,1,1,1,0,1,1,1,0
303.7,1,1,1,1,0,1,1,0,0,4,0,0,0,0,0,0,1,1,0,0
4818.8,0,0,0,0,1,0,1,1,0,64,1,1,0,0,0,1,0,1,0,0
6448.05,0,1,1,1,0,0,1,1,1,59,0,0,0,0,0,0,1,1,0,1
7159.05,0,1,0,0,0,0,0,1,1,62,1,0,0,1,0,1,1,1,1,0
1574.5,0,0,0,0,0,0,0,0,0,63,1,0,0,1,1,0,0,1,1,0
2879.2,0,0,1,0,0,0,1,1,0,53,0,1,0,0,0,1,1,0,0,0
86.05,1,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,1,0
4159.45,1,1,1,1,0,1,1,0,0,49,0,0,0,0,0,0,1,1,0,0
6638.35,0,1,0,1,0,0,1,1,1,62,1,0,0,0,0,0,1,1,1,0
3112.05,0,0,0,0,0,0,0,0,0,55,1,1,1,1,0,1,1,1,0,0
7168.25,0,1,1,0,0,1,1,1,0,71,1,0,1,0,0,1,1,1,0,0
1326.25,0,0,0,0,0,0,1,0,0,72,1,0,1,0,1,0,0,1,1,0
2234.55,0,0,0,0,0,0,0,1,1,36,0,1,0,1,1,1,1,0,1,0
495.15,0,0,0,0,0,0,1,0,0,25,0,0,1,0,0,0,0,1,0,0
8317.95,0,1,0,0,0,1,1,1,1,72,1,0,0,0,0,1,1,1,0,0
679.8,0,0,0,0,0,0,1,0,0,36,0,0,1,0,0,0,0,1,0,0
62.8,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0
7544.0,0,1,1,1,0,0,1,1,1,72,1,0,0,0,0,0,1,1,0,0
1188.25,0,0,0,0,0,0,0,0,0,59,1,0,1,1,0,0,0,1,1,0
676.7,1,1,1,1,1,1,1,1,1,7,0,0,1,0,0,0,0,1,0,1
74.1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0
3242.5,1,1,1,0,1,0,1,1,1,30,0,0,0,0,0,1,0,1,1,0
1240.15,0,0,0,0,0,0,0,0,0,64,1,0,1,1,0,0,0,1,0,0
4111.35,0,0,0,0,0,0,0,0,0,63,0,1,0,1,0,1,1,1,0,0
5899.85,0,0,0,1,0,1,0,1,1,72,1,1,0,1,1,0,1,1,0,0
632.95,1,1,1,1,0,0,0,0,0,8,0,0,1,1,0,0,1,1,0,1
5193.2,0,0,0,0,1,0,0,1,1,62,1,1,0,1,0,1,0,1,0,0
7530.8,0,1,0,0,1,0,1,1,1,67,1,0,0,0,0,1,0,1,1,0
270.95,1,0,1,1,1,0,0,0,0,6,0,1,1,1,0,0,0,1,0,1
5460.2,0,0,0,0,0,0,1,1,1,70,1,1,0,0,0,1,1,1,1,0
1614.2,1,1,0,1,1,1,0,1,0,20,0,0,1,1,0,0,0,1,0,0
402.5,1,1,1,1,1,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0
1367.75,0,0,1,1,0,0,0,1,1,24,0,1,0,1,0,0,1,0,1,0
483.7,1,0,1,1,1,0,1,0,0,11,0,1,1,0,0,0,0,1,0,1
7962.2,0,1,0,0,1,0,1,1,1,72,1,0,0,0,1,1,0,1,0,0
3810.8,0,0,0,0,0,0,1,0,0,66,1,1,1,0,1,1,1,1,1,0
3533.6,0,0,0,0,0,0,1,1,1,45,1,1,1,0,0,1,1,1,1,0
1396.9,0,0,0,0,0,0,0,0,0,69,1,0,1,1,0,0,0,1,1,0
1345.55,1,1,0,1,1,1,1,0,1,15,0,0,0,0,0,0,0,1,0,1
1646.45,1,0,0,1,1,0,1,1,0,28,0,1,1,0,0,0,0,1,0,0
8127.6,0,1,0,0,0,0,0,1,1,70,0,0,0,1,1,1,1,1,0,1
2680.15,0,0,0,0,0,0,1,0,1,36,0,1,1,0,0,1,1,1,0,0
1281.0,1,1,1,1,1,1,1,1,0,16,0,0,0,0,0,0,0,1,0,1
1553.9,1,1,1,1,1,0,1,1,0,18,0,0,0,0,0,0,0,1,0,1
3207.55,1,1,1,1,1,0,1,1,1,34,0,0,0,0,0,0,0,1,0,1
2049.05,0,0,0,1,1,0,1,0,1,42,0,1,0,0,1,0,0,0,1,0
3629.2,0,0,0,0,0,0,1,0,1,48,0,1,0,0,0,1,1,1,0,0
5124.55,1,1,1,0,1,0,1,1,1,47,0,0,0,0,0,1,0,1,0,1
3474.45,0,1,1,0,1,0,1,0,0,39,0,0,0,0,0,1,0,1,1,1
202.3,0,0,0,0,0,0,0,0,0,11,1,0,1,1,1,0,0,1,1,0
147.5,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,1,0,0
86.35,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0
579.0,1,0,1,1,0,0,1,0,1,8,0,1,1,0,0,0,1,1,0,0
19.45,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
3131.55,0,1,0,1,0,0,0,0,1,32,0,0,1,1,0,0,1,1,1,0
3928.3,0,0,0,0,0,0,1,0,0,60,0,1,1,0,0,1,1,1,1,0
187.75,1,0,0,0,0,0,1,0,0,10,0,0,1,0,0,0,0,1,0,0
1710.15,0,0,0,0,0,0,1,0,0,71,1,0,0,0,0,0,0,1,0,0
76.35,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,1,1
69.25,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2151.6,0,0,0,0,0,0,1,1,0,43,0,1,0,0,0,1,1,0,1,0
5961.1,0,1,0,1,1,0,1,1,1,59,0,0,0,0,0,0,0,1,0,1
1221.55,1,0,1,0,1,0,0,0,0,23,0,1,1,1,0,1,0,1,0,0
1496.45,0,0,0,0,0,0,0,0,0,72,1,0,1,1,0,0,0,1,0,0
1292.2,0,0,0,0,0,0,1,0,0,22,0,1,1,0,1,1,1,1,0,0
25.15,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1713.1,0,0,0,0,0,0,0,0,0,69,1,0,0,1,0,0,0,1,0,0
1748.9,0,0,0,0,0,0,1,0,0,50,0,1,0,0,0,1,1,0,0,0
25.2,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
96.45,1,0,0,1,1,0,1,0,0,2,0,1,1,0,0,0,0,1,0,1
1114.55,1,1,0,1,1,0,0,0,0,15,0,0,1,1,0,0,0,1,0,0
609.1,0,0,0,0,0,0,0,0,0,31,1,0,1,1,0,0,0,1,0,0
20.15,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
7133.25,1,1,0,1,1,0,1,1,1,66,0,0,0,0,1,0,0,1,0,1
169.45,1,0,0,1,1,0,1,1,0,3,0,1,1,0,1,0,0,1,1,1
141.6,0,0,0,0,0,0,0,0,0,8,1,0,1,1,0,0,0,1,0,0
4688.65,0,0,0,1,0,0,1,1,1,64,0,1,1,0,1,0,1,1,1,0
563.05,1,0,0,0,0,0,0,0,0,28,0,0,1,1,0,0,0,1,0,0
5985.0,0,1,0,1,1,0,1,1,1,57,0,0,0,0,1,0,0,1,0,0
1258.6,1,1,1,1,1,0,1,0,1,14,0,0,0,0,0,0,0,1,1,1
373.5,0,0,0,0,0,0,1,0,0,19,1,0,1,0,0,0,0,1,0,0
857.2,1,1,1,1,1,0,1,1,0,10,0,0,1,0,0,0,0,1,0,1
2553.35,1,0,1,1,1,0,1,1,1,51,0,1,0,0,0,0,0,0,0,0
4322.85,0,0,0,1,0,0,0,0,0,67,1,1,0,1,0,0,1,1,0,0
250.8,1,0,1,0,0,0,1,0,0,11,0,0,1,0,0,0,0,1,1,0
4549.05,0,0,0,0,0,0,0,1,1,72,1,1,0,1,0,1,1,0,1,0
1359.5,0,0,1,0,0,0,1,0,0,66,0,0,1,0,0,0,0,1,1,0
1639.3,1,1,1,0,1,0,1,1,0,18,0,0,0,0,0,1,0,1,0,1
178.85,1,0,1,0,0,0,1,0,0,9,0,0,1,0,0,0,0,1,0,0
633.85,1,1,0,1,1,0,1,0,0,9,0,0,0,0,1,0,0,1,0,0
5315.1,1,1,0,1,0,0,1,1,1,48,0,0,0,0,0,0,1,1,0,0
735.5,1,1,0,1,1,0,0,0,0,10,0,0,1,1,0,0,0,1,0,0
889.9,1,1,1,1,1,0,1,1,1,9,0,0,0,0,0,0,0,1,0,1
1290.0,1,1,1,1,1,1,1,1,1,13,0,0,0,0,0,0,0,1,0,1
330.05,1,1,1,1,1,0,0,0,0,4,0,0,0,1,0,0,0,1,0,1
237.95,1,1,1,1,1,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1
6474.4,0,0,0,0,0,0,0,1,1,72,1,1,0,1,0,1,1,1,0,0
4421.95,0,0,0,0,0,0,0,1,1,51,1,1,1,1,1,1,1,1,1,0
2452.7,1,0,0,1,1,0,1,0,1,59,0,1,0,0,0,0,0,0,0,1
813.85,1,1,1,1,1,0,1,1,0,10,0,0,0,0,0,0,0,1,0,1
4904.85,1,1,1,1,1,1,1,0,0,61,0,0,0,0,0,0,0,1,0,0
4484.05,0,1,1,0,0,0,0,0,0,54,0,0,1,1,0,1,1,1,0,0
2033.85,1,0,0,1,0,0,1,0,0,33,0,1,0,0,0,0,1,1,0,0
538.2,0,0,0,0,0,0,1,0,0,27,1,0,1,0,0,0,0,1,0,0
79.2,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1
2192.9,1,1,0,1,1,0,0,1,1,23,0,0,1,1,0,0,0,1,0,0
19.85,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0
3858.05,0,0,0,0,0,0,1,1,1,45,1,1,1,0,0,1,1,1,1,0
854.8,0,0,0,0,0,0,1,0,0,39,1,0,1,0,0,0,0,1,1,0
347.4,0,0,0,1,1,0,1,1,1,5,0,1,1,0,0,0,0,1,0,1
5815.15,0,0,0,0,0,0,0,1,0,72,1,1,0,1,0,1,1,1,1,0
3970.4,1,0,0,1,1,0,1,1,0,58,0,1,0,0,0,0,0,1,1,0
3058.15,0,0,0,0,0,0,1,0,0,70,1,1,0,0,0,1,1,0,0,0
6145.2,0,1,0,0,1,0,1,1,1,61,0,0,1,0,0,1,0,1,1,0
129.2,1,1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0
1165.9,0,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,1,1,0
49.95,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
1554.0,1,1,1,1,1,0,1,0,0,22,0,0,1,0,0,0,0,1,0,1
4904.25,0,1,0,0,0,0,1,1,1,48,1,0,1,0,1,1,1,1,0,0
5632.55,0,0,0,0,1,0,0,1,1,64,1,1,0,1,1,1,0,1,0,0
1643.25,0,0,0,0,0,0,0,0,0,72,1,0,0,1,0,0,0,1,1,0
740.55,1,0,0,1,1,0,1,1,0,12,0,1,1,0,1,0,0,1,1,0
3217.55,1,1,1,1,1,1,1,0,1,34,0,0,0,0,0,0,0,1,0,1
4888.2,0,0,0,1,0,0,0,0,1,72,1,1,1,1,1,0,1,1,1,0
2440.25,1,1,1,1,1,0,1,0,0,29,0,0,0,0,0,0,0,1,0,0
620.55,0,0,0,0,0,0,0,0,0,33,0,0,1,1,1,0,0,1,1,0
20.35,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
6840.95,0,1,1,0,1,0,1,1,1,62,0,0,0,0,0,1,0,1,1,0
3001.2,0,0,1,1,1,0,1,1,1,41,0,1,0,0,0,0,0,1,0,1
6254.2,0,1,0,1,1,0,1,1,1,64,0,0,0,0,1,0,0,1,0,1
319.6,1,1,0,1,1,0,1,0,1,4,0,0,1,0,1,0,0,1,0,0
1938.05,1,1,1,0,0,0,1,0,0,24,0,0,0,0,0,1,1,1,0,0
294.5,0,0,0,0,0,0,0,0,0,14,0,0,1,1,0,0,0,1,1,0
58.3,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,1,0
442.85,1,1,0,1,1,1,1,1,1,4,0,0,1,0,1,0,0,1,0,1
553.0,1,0,1,1,1,0,1,0,1,18,0,1,0,0,0,0,0,0,1,1
546.45,1,0,1,1,1,0,1,1,1,8,0,1,1,0,0,0,0,1,0,0
797.1,0,0,0,0,0,0,0,0,0,35,1,0,0,1,0,0,0,1,0,0
76.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1673.8,0,0,0,0,0,0,1,0,0,66,1,0,0,0,1,0,0,1,1,0
343.45,0,0,0,0,0,0,1,0,1,8,1,1,0,0,0,1,1,0,1,0
7412.25,0,1,0,1,0,0,1,1,1,71,0,0,0,0,1,0,1,1,0,0
4039.0,1,1,0,1,1,0,1,0,1,43,0,0,0,0,0,0,0,1,1,0
170.85,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1
2948.6,1,1,0,1,1,1,1,1,1,29,0,0,1,0,0,0,0,1,0,0
1308.4,1,1,1,1,1,0,1,1,0,15,0,0,1,0,0,0,0,1,0,1
6078.75,0,1,0,0,0,0,0,0,0,65,1,0,0,1,1,1,1,1,1,0
3418.2,1,1,1,0,1,0,0,1,0,35,0,0,0,1,0,1,0,1,0,0
6603.8,0,1,0,1,0,0,1,1,1,64,0,0,1,0,1,0,1,1,0,0
3166.9,0,0,0,0,1,0,1,1,1,58,1,1,0,0,1,1,0,0,1,0
865.75,1,0,0,1,1,1,1,0,0,18,0,1,1,0,1,0,0,1,0,0
6373.1,1,1,0,1,1,0,1,0,1,67,0,0,0,0,0,0,0,1,1,0
1177.05,0,0,0,0,0,0,1,0,0,63,1,0,1,0,0,0,0,1,1,0
5985.75,1,1,1,1,1,0,1,1,1,60,0,0,0,0,0,0,0,1,0,0
732.5,1,1,0,1,1,1,1,0,1,9,0,0,0,0,1,0,0,1,0,1
7869.05,0,1,0,0,0,0,1,1,1,70,1,0,0,0,1,1,1,1,1,0
1504.05,1,1,1,1,1,0,1,1,1,15,0,0,0,0,0,0,0,1,0,1
936.7,0,0,0,0,0,0,0,0,0,48,0,0,1,1,0,0,0,1,1,0
741.4,1,0,1,0,1,0,1,1,1,12,0,1,1,0,0,1,0,1,0,0
6585.2,0,1,1,0,0,1,1,0,0,71,0,0,0,0,0,1,1,1,0,0
3122.4,1,1,1,1,1,1,0,0,0,44,0,0,1,1,0,0,0,1,0,0
50.45,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
1088.25,0,0,0,0,0,0,0,0,0,45,1,0,0,1,0,0,0,1,1,0
615.35,0,0,0,0,0,0,0,0,0,23,0,0,0,1,1,0,0,1,0,0
2908.2,0,0,0,0,1,0,1,1,0,43,0,1,0,0,0,1,0,1,0,0
739.9,1,0,0,0,0,0,0,0,0,35,0,0,1,1,0,0,0,1,0,0
593.85,1,0,0,0,0,0,1,1,0,9,0,1,1,0,0,1,1,1,0,0
1132.75,1,1,0,0,1,0,1,1,1,12,0,0,0,0,0,1,0,1,0,1
7227.45,1,1,0,1,0,1,1,1,1,65,0,0,0,0,1,0,1,1,0,0
193.6,1,1,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1
1291.35,1,0,0,1,1,0,0,0,0,27,0,1,0,1,0,0,0,1,0,0
2023.55,0,0,0,1,1,0,1,0,0,40,0,1,1,0,0,0,0,1,0,0
349.65,1,1,0,1,1,1,1,0,0,5,0,0,1,0,1,0,0,1,0,1
153.95,0,0,0,0,0,0,0,0,0,8,0,0,1,1,1,0,0,1,1,0
5458.8,0,1,0,1,1,1,1,1,1,58,0,0,0,0,0,0,0,1,0,0
5244.45,0,1,1,1,0,0,0,1,1,52,0,0,1,1,0,0,1,1,1,0
154.55,1,0,0,0,1,0,1,0,0,3,0,1,1,0,0,1,0,1,0,0
4507.15,0,1,1,0,0,0,1,1,1,41,1,0,1,0,0,1,1,1,1,0
2031.95,1,1,0,0,1,0,1,1,1,20,0,0,0,0,0,1,0,1,0,0
50.05,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
332.45,1,1,0,0,1,0,0,0,0,4,0,0,0,1,1,1,0,1,1,1
473.9,1,0,1,0,0,0,0,0,0,23,0,0,1,1,0,0,0,1,0,0
106.8,1,0,0,0,0,1,0,0,0,6,0,0,1,1,0,0,0,1,0,0
152.6,1,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,1,1,0
1199.4,1,0,0,1,0,0,0,1,0,18,0,1,0,1,0,0,1,1,0,0
2555.05,1,0,0,1,0,1,1,1,1,52,0,1,0,0,1,0,1,0,0,0
2979.2,1,1,1,1,1,0,1,1,1,31,0,0,1,0,0,0,0,1,0,0
654.85,1,0,0,0,0,0,1,0,0,29,0,0,1,0,0,0,0,1,1,0
3834.4,0,1,0,0,0,0,1,0,1,36,1,0,0,0,1,1,1,1,0,0
1534.75,1,1,1,1,1,0,1,1,1,16,0,0,0,0,0,0,0,1,0,1
4586.15,0,1,1,0,1,0,1,1,1,42,0,0,0,0,0,1,0,1,0,0
20.55,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
5941.05,0,1,1,1,1,0,1,1,1,60,1,0,1,0,0,0,0,1,0,0
424.15,1,1,1,1,1,0,1,0,0,5,0,0,0,0,0,0,0,1,0,1
2234.95,1,1,0,0,0,0,0,1,0,22,0,0,0,1,1,1,1,1,0,0
666.75,0,0,0,0,0,0,0,0,0,36,0,0,1,1,0,0,0,1,0,0
281.0,1,1,1,1,1,0,0,0,0,4,0,0,1,1,0,0,0,1,0,1
547.8,1,0,0,0,0,0,0,0,1,9,0,1,1,1,0,1,1,1,0,0
74.6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0
571.15,1,0,1,1,0,0,1,0,0,12,0,1,1,0,0,0,1,1,1,0
1756.6,0,0,0,0,1,0,1,1,1,23,0,1,0,0,0,1,0,1,0,0
5731.45,0,1,0,1,0,0,1,0,1,62,0,0,0,0,0,0,1,1,0,0
3475.55,1,1,0,0,1,0,0,1,1,37,0,0,0,1,0,1,0,1,0,1
156.85,1,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,1,0,0
2683.2,1,1,0,1,1,0,0,1,0,31,0,0,0,1,1,0,0,1,0,0
896.75,1,1,0,1,1,0,1,0,0,13,0,0,0,0,1,0,0,1,1,1
2407.3,1,1,1,1,1,0,1,1,1,24,0,0,0,0,0,0,0,1,0,1
4456.65,1,1,0,1,1,0,1,0,1,45,0,0,0,0,0,0,0,1,1,0
6998.95,0,1,0,0,1,1,0,1,1,69,1,0,0,1,1,1,0,1,0,0
36.8,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0
6547.7,0,1,1,1,0,0,1,1,1,61,0,0,0,0,0,0,1,1,1,1
4346.4,1,1,1,1,1,0,1,1,1,41,0,0,0,0,0,0,0,1,0,1
2265.0,0,0,1,1,1,0,1,1,1,44,0,1,0,0,0,0,0,0,0,0
1309.15,0,0,0,0,1,0,0,0,0,39,0,1,0,1,0,1,0,0,0,0
4754.3,0,0,0,0,0,0,1,1,1,72,1,1,0,0,1,1,1,0,1,0
1235.55,1,1,1,1,1,1,1,1,1,13,0,0,1,0,0,0,0,1,0,0
3562.5,0,0,0,0,0,0,1,0,1,51,0,1,1,0,1,1,1,1,1,0
7213.75,0,1,1,1,1,1,1,1,1,71,1,0,1,0,0,0,0,1,0,0
2082.95,1,1,1,1,1,1,1,1,1,22,0,0,0,0,0,0,0,1,0,1
102.75,1,0,0,0,1,0,1,0,0,2,0,1,1,0,1,1,0,1,0,1
5914.4,0,1,1,1,1,0,1,1,1,56,0,0,0,0,0,0,0,1,0,0
51.25,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
1282.85,0,0,0,0,0,0,1,0,0,23,0,1,1,0,0,1,1,1,1,0
